work_order_id,equipment_id,work_order_type,description,priority,status,creation_date,planned_date,completion_date,assigned_technician,estimated_hours,actual_hours
WO3001,EQ261,Maintenance préventive,Maintenance Presse hydraulique 261 - Contrôle,Très urgent,Terminé,2025-06-27,2025-06-29,2025-07-02,Pierre Moreau,6,16
WO3002,EQ231,Nettoyage,Maintenance Chaudière 231 - Contrôle,Urgent,Terminé,2025-05-30,2025-06-07,2025-06-06,Claire Bernard,3,18
WO3003,EQ088,Maintenance préventive,Maintenance Moteur électrique 88 - Réparation,Urgent,Terminé,2025-07-01,2025-07-08,2025-07-07,Claire Bernard,12,11
WO3004,EQ247,Maintenance corrective,Maintenance Groupe électrogène 247 - Vérification,Très urgent,Annulé,2025-09-21,2025-09-23,,Claire Bernard,3,
WO3005,EQ497,Nettoyage,Maintenance Presse hydraulique 497 - Contrôle,Programmé,En cours,2025-10-19,2025-10-25,,Jean Leroy,7,
WO3006,EQ053,Révision générale,Maintenance Ventilateur 53 - Contrôle,Programmé,Terminé,2025-05-19,2025-05-25,2025-05-28,Jean Leroy,10,20
WO3007,EQ270,Dépannage urgent,Maintenance Convoyeur 270 - Vérification,Urgent,Terminé,2025-10-25,2025-11-05,2025-11-05,Marie Durand,2,16
WO3008,EQ319,Maintenance préventive,Maintenance Groupe électrogène 319 - Réparation,Urgent,Terminé,2025-10-19,2025-10-27,2025-10-27,Martin Dubois,5,14
WO3009,EQ079,Inspection,Maintenance Moteur électrique 79 - Contrôle,Programmé,Terminé,2025-08-05,2025-08-15,2025-08-17,Martin Dubois,14,16
WO3010,EQ013,Nettoyage,Maintenance Réducteur 13 - Vérification,Programmé,Terminé,2025-05-28,2025-06-04,2025-06-07,Sophie Laurent,12,1
WO3011,EQ249,Maintenance préventive,Maintenance Moteur électrique 249 - Vérification,Programmé,Terminé,2025-05-16,2025-05-21,2025-05-21,Martin Dubois,15,7
WO3012,EQ225,Amélioration,Maintenance Moteur électrique 225 - Réparation,Très urgent,Terminé,2025-10-02,2025-10-10,2025-10-13,Jean Leroy,4,12
WO3013,EQ256,Maintenance préventive,Maintenance Ventilateur 256 - Remplacement,Programmé,Annulé,2025-07-13,2025-07-21,,Martin Dubois,6,
WO3014,EQ078,Inspection,Maintenance Groupe électrogène 78 - Réparation,Normal,Terminé,2025-08-03,2025-08-14,2025-08-19,Marie Durand,14,8
WO3015,EQ026,Amélioration,Maintenance Transformateur 26 - Vérification,Programmé,Terminé,2025-09-30,2025-10-10,2025-10-11,Martin Dubois,10,16
WO3016,EQ346,Inspection,Maintenance Ventilateur 346 - Vérification,Normal,Terminé,2025-07-17,2025-07-28,2025-07-26,Jean Leroy,15,5
WO3017,EQ223,Maintenance préventive,Maintenance Moteur électrique 223 - Réparation,Urgent,Terminé,2025-07-04,2025-07-07,2025-07-09,Claire Bernard,1,1
WO3018,EQ391,Révision générale,Maintenance Ventilateur 391 - Vérification,Urgent,Terminé,2025-10-03,2025-10-09,2025-10-14,Martin Dubois,15,8
WO3019,EQ350,Dépannage urgent,Maintenance Moteur électrique 350 - Contrôle,Normal,Terminé,2025-07-16,2025-07-30,2025-08-04,Jean Leroy,13,5
WO3020,EQ063,Dépannage urgent,Maintenance Convoyeur 63 - Contrôle,Urgent,Terminé,2025-06-11,2025-06-23,2025-06-24,Sophie Laurent,10,18
WO3021,EQ377,Maintenance corrective,Maintenance Chaudière 377 - Remplacement,Normal,Terminé,2025-05-16,2025-05-25,2025-05-24,Pierre Moreau,15,10
WO3022,EQ207,Inspection,Maintenance Groupe électrogène 207 - Réparation,Très urgent,Terminé,2025-10-19,2025-10-29,2025-10-29,Sophie Laurent,12,10
WO3023,EQ008,Révision générale,Maintenance Convoyeur 08 - Contrôle,Normal,Terminé,2025-06-11,2025-06-24,2025-06-25,Martin Dubois,6,3
WO3024,EQ340,Inspection,Maintenance Transformateur 340 - Réparation,Très urgent,Terminé,2025-09-14,2025-09-26,2025-09-29,Claire Bernard,1,5
WO3025,EQ243,Amélioration,Maintenance Presse hydraulique 243 - Remplacement,Très urgent,Terminé,2025-08-24,2025-08-31,2025-09-02,Pierre Moreau,10,10
WO3026,EQ413,Amélioration,Maintenance Transformateur 413 - Remplacement,Programmé,Annulé,2025-09-28,2025-10-11,,Claire Bernard,7,
WO3027,EQ210,Révision générale,Maintenance Robot industriel 210 - Vérification,Très urgent,Terminé,2025-06-02,2025-06-04,2025-06-07,Claire Bernard,11,17
WO3028,EQ385,Dépannage urgent,Maintenance Convoyeur 385 - Contrôle,Programmé,Terminé,2025-05-23,2025-05-30,2025-06-02,Sophie Laurent,15,7
WO3029,EQ490,Amélioration,Maintenance Convoyeur 490 - Contrôle,Normal,Annulé,2025-05-27,2025-06-06,,Claire Bernard,2,
WO3030,EQ214,Maintenance corrective,Maintenance Chaudière 214 - Vérification,Programmé,Annulé,2025-05-21,2025-05-28,,Martin Dubois,2,
WO3031,EQ128,Inspection,Maintenance Moteur électrique 128 - Réparation,Programmé,Terminé,2025-09-22,2025-09-25,2025-09-30,Claire Bernard,11,10
WO3032,EQ005,Révision générale,Maintenance Presse hydraulique 05 - Remplacement,Urgent,Terminé,2025-06-22,2025-06-26,2025-06-29,Claire Bernard,7,11
WO3033,EQ240,Amélioration,Maintenance Convoyeur 240 - Remplacement,Normal,Terminé,2025-05-30,2025-06-12,2025-06-17,Pierre Moreau,14,17
WO3034,EQ236,Inspection,Maintenance Moteur électrique 236 - Remplacement,Normal,Terminé,2025-07-25,2025-08-06,2025-08-05,Claire Bernard,11,1
WO3035,EQ086,Maintenance corrective,Maintenance Presse hydraulique 86 - Remplacement,Programmé,Terminé,2025-09-19,2025-09-30,2025-09-29,Marie Durand,3,2
WO3036,EQ327,Nettoyage,Maintenance Presse hydraulique 327 - Réparation,Urgent,Terminé,2025-08-07,2025-08-10,2025-08-11,Martin Dubois,7,18
WO3037,EQ366,Maintenance corrective,Maintenance Échangeur thermique 366 - Vérification,Urgent,Terminé,2025-06-13,2025-06-25,2025-06-23,Pierre Moreau,15,20
WO3038,EQ480,Dépannage urgent,Maintenance Robot industriel 480 - Réparation,Normal,Terminé,2025-05-10,2025-05-15,2025-05-16,Claire Bernard,5,17
WO3039,EQ353,Nettoyage,Maintenance Convoyeur 353 - Vérification,Programmé,Terminé,2025-06-11,2025-06-14,2025-06-12,Claire Bernard,9,2
WO3040,EQ108,Nettoyage,Maintenance Presse hydraulique 108 - Vérification,Normal,En cours,2025-11-04,2025-11-09,,Martin Dubois,3,
WO3041,EQ299,Nettoyage,Maintenance Compresseur 299 - Réparation,Normal,Terminé,2025-08-16,2025-08-18,2025-08-20,Marie Durand,4,18
WO3042,EQ252,Nettoyage,Maintenance Robot industriel 252 - Vérification,Normal,Annulé,2025-08-02,2025-08-12,,Martin Dubois,16,
WO3043,EQ016,Maintenance corrective,Maintenance Moteur électrique 16 - Remplacement,Urgent,Terminé,2025-10-02,2025-10-03,2025-10-07,Claire Bernard,9,1
WO3044,EQ139,Maintenance corrective,Maintenance Moteur électrique 139 - Remplacement,Très urgent,Terminé,2025-07-11,2025-07-17,2025-07-19,Claire Bernard,7,1
WO3045,EQ065,Amélioration,Maintenance Ventilateur 65 - Remplacement,Programmé,Annulé,2025-09-15,2025-09-19,,Pierre Moreau,10,
WO3046,EQ099,Maintenance corrective,Maintenance Échangeur thermique 99 - Remplacement,Très urgent,Terminé,2025-07-13,2025-07-23,2025-07-23,Claire Bernard,7,9
WO3047,EQ232,Nettoyage,Maintenance Groupe électrogène 232 - Réparation,Normal,Terminé,2025-08-31,2025-09-13,2025-09-15,Claire Bernard,8,9
WO3048,EQ408,Nettoyage,Maintenance Groupe électrogène 408 - Remplacement,Très urgent,Terminé,2025-09-24,2025-10-08,2025-10-08,Jean Leroy,11,7
WO3049,EQ202,Maintenance préventive,Maintenance Convoyeur 202 - Contrôle,Urgent,Annulé,2025-08-27,2025-09-09,,Marie Durand,1,
WO3050,EQ036,Maintenance préventive,Maintenance Échangeur thermique 36 - Vérification,Très urgent,Terminé,2025-08-28,2025-09-11,2025-09-11,Jean Leroy,10,20
WO3051,EQ228,Inspection,Maintenance Groupe électrogène 228 - Vérification,Urgent,Terminé,2025-07-03,2025-07-16,2025-07-18,Marie Durand,7,15
WO3052,EQ428,Maintenance corrective,Maintenance Groupe électrogène 428 - Réparation,Urgent,Terminé,2025-07-02,2025-07-12,2025-07-13,Jean Leroy,11,1
WO3053,EQ359,Maintenance corrective,Maintenance Convoyeur 359 - Réparation,Urgent,Terminé,2025-07-25,2025-08-01,2025-08-04,Sophie Laurent,1,9
WO3054,EQ449,Maintenance préventive,Maintenance Réducteur 449 - Réparation,Normal,Terminé,2025-07-19,2025-07-30,2025-08-04,Sophie Laurent,6,15
WO3055,EQ117,Maintenance corrective,Maintenance Réducteur 117 - Vérification,Urgent,Terminé,2025-08-20,2025-08-24,2025-08-24,Claire Bernard,15,9
WO3056,EQ303,Révision générale,Maintenance Groupe électrogène 303 - Remplacement,Normal,Terminé,2025-07-29,2025-08-01,2025-07-30,Claire Bernard,2,16
WO3057,EQ221,Révision générale,Maintenance Réducteur 221 - Vérification,Programmé,Annulé,2025-08-17,2025-08-25,,Marie Durand,13,
WO3058,EQ148,Dépannage urgent,Maintenance Échangeur thermique 148 - Réparation,Normal,En cours,2025-10-18,2025-10-19,,Claire Bernard,9,
WO3059,EQ251,Amélioration,Maintenance Presse hydraulique 251 - Remplacement,Très urgent,Terminé,2025-07-16,2025-07-21,2025-07-24,Claire Bernard,11,4
WO3060,EQ276,Révision générale,Maintenance Réducteur 276 - Vérification,Programmé,Annulé,2025-06-11,2025-06-16,,Martin Dubois,3,
WO3061,EQ012,Inspection,Maintenance Ventilateur 12 - Remplacement,Normal,Terminé,2025-07-04,2025-07-15,2025-07-18,Marie Durand,3,5
WO3062,EQ427,Dépannage urgent,Maintenance Presse hydraulique 427 - Remplacement,Urgent,Terminé,2025-10-13,2025-10-24,2025-10-26,Jean Leroy,13,3
WO3063,EQ197,Dépannage urgent,Maintenance Compresseur 197 - Contrôle,Urgent,Terminé,2025-06-08,2025-06-18,2025-06-20,Jean Leroy,2,7
WO3064,EQ341,Inspection,Maintenance Convoyeur 341 - Contrôle,Urgent,Terminé,2025-07-16,2025-07-21,2025-07-23,Pierre Moreau,3,16
WO3065,EQ345,Maintenance corrective,Maintenance Transformateur 345 - Réparation,Programmé,Terminé,2025-09-04,2025-09-18,2025-09-16,Sophie Laurent,3,4
WO3066,EQ251,Amélioration,Maintenance Presse hydraulique 251 - Vérification,Très urgent,Annulé,2025-06-25,2025-07-02,,Claire Bernard,8,
WO3067,EQ461,Amélioration,Maintenance Moteur électrique 461 - Remplacement,Très urgent,Terminé,2025-10-28,2025-11-10,2025-11-13,Jean Leroy,9,6
WO3068,EQ026,Maintenance corrective,Maintenance Transformateur 26 - Réparation,Très urgent,Terminé,2025-06-28,2025-07-04,2025-07-02,Pierre Moreau,9,12
WO3069,EQ259,Maintenance corrective,Maintenance Réducteur 259 - Contrôle,Très urgent,Terminé,2025-06-16,2025-06-21,2025-06-21,Pierre Moreau,7,5
WO3070,EQ240,Dépannage urgent,Maintenance Convoyeur 240 - Vérification,Normal,Annulé,2025-08-31,2025-09-05,,Claire Bernard,12,
WO3071,EQ308,Révision générale,Maintenance Transformateur 308 - Réparation,Programmé,Terminé,2025-07-08,2025-07-20,2025-07-19,Pierre Moreau,11,15
WO3072,EQ434,Maintenance préventive,Maintenance Chaudière 434 - Remplacement,Normal,En cours,2025-10-22,2025-11-01,,Jean Leroy,3,
WO3073,EQ365,Maintenance corrective,Maintenance Robot industriel 365 - Réparation,Normal,Terminé,2025-09-15,2025-09-20,2025-09-23,Jean Leroy,15,14
WO3074,EQ071,Nettoyage,Maintenance Moteur électrique 71 - Remplacement,Programmé,Terminé,2025-09-08,2025-09-12,2025-09-11,Jean Leroy,4,6
WO3075,EQ031,Nettoyage,Maintenance Robot industriel 31 - Remplacement,Très urgent,Terminé,2025-09-03,2025-09-12,2025-09-10,Sophie Laurent,7,16
WO3076,EQ258,Dépannage urgent,Maintenance Pompe centrifuge 258 - Réparation,Très urgent,Terminé,2025-05-27,2025-06-04,2025-06-02,Martin Dubois,10,5
WO3077,EQ369,Nettoyage,Maintenance Moteur électrique 369 - Vérification,Urgent,Terminé,2025-10-17,2025-10-21,2025-10-26,Martin Dubois,6,7
WO3078,EQ085,Maintenance préventive,Maintenance Robot industriel 85 - Contrôle,Très urgent,Terminé,2025-08-25,2025-08-31,2025-09-05,Marie Durand,12,10
WO3079,EQ290,Nettoyage,Maintenance Moteur électrique 290 - Contrôle,Urgent,Annulé,2025-09-12,2025-09-25,,Martin Dubois,14,
WO3080,EQ049,Nettoyage,Maintenance Presse hydraulique 49 - Réparation,Urgent,Terminé,2025-07-29,2025-08-05,2025-08-04,Pierre Moreau,1,13
WO3081,EQ428,Révision générale,Maintenance Groupe électrogène 428 - Remplacement,Très urgent,Terminé,2025-09-25,2025-10-04,2025-10-06,Martin Dubois,2,12
WO3082,EQ249,Dépannage urgent,Maintenance Moteur électrique 249 - Réparation,Urgent,Annulé,2025-07-01,2025-07-07,,Martin Dubois,9,
WO3083,EQ488,Inspection,Maintenance Réducteur 488 - Vérification,Programmé,Ouvert,2025-10-30,2025-11-08,,Claire Bernard,10,
WO3084,EQ241,Maintenance préventive,Maintenance Groupe électrogène 241 - Remplacement,Programmé,Annulé,2025-08-25,2025-09-02,,Pierre Moreau,7,
WO3085,EQ142,Nettoyage,Maintenance Échangeur thermique 142 - Réparation,Urgent,Terminé,2025-08-31,2025-09-13,2025-09-13,Sophie Laurent,1,14
WO3086,EQ095,Inspection,Maintenance Presse hydraulique 95 - Vérification,Normal,En cours,2025-10-08,2025-10-11,,Sophie Laurent,3,
WO3087,EQ303,Nettoyage,Maintenance Groupe électrogène 303 - Vérification,Très urgent,Annulé,2025-05-14,2025-05-17,,Claire Bernard,6,
WO3088,EQ049,Dépannage urgent,Maintenance Presse hydraulique 49 - Contrôle,Normal,Terminé,2025-06-12,2025-06-25,2025-06-24,Pierre Moreau,7,15
WO3089,EQ041,Inspection,Maintenance Chaudière 41 - Remplacement,Programmé,Terminé,2025-10-19,2025-10-29,2025-10-31,Marie Durand,10,4
WO3090,EQ412,Révision générale,Maintenance Chaudière 412 - Remplacement,Très urgent,Annulé,2025-08-26,2025-08-27,,Pierre Moreau,3,
WO3091,EQ161,Dépannage urgent,Maintenance Presse hydraulique 161 - Remplacement,Très urgent,Terminé,2025-09-30,2025-10-14,2025-10-13,Pierre Moreau,8,1
WO3092,EQ325,Maintenance préventive,Maintenance Échangeur thermique 325 - Réparation,Programmé,Annulé,2025-06-18,2025-07-01,,Pierre Moreau,9,
WO3093,EQ173,Maintenance préventive,Maintenance Pompe centrifuge 173 - Remplacement,Programmé,Terminé,2025-08-11,2025-08-21,2025-08-21,Claire Bernard,4,1
WO3094,EQ108,Dépannage urgent,Maintenance Presse hydraulique 108 - Réparation,Urgent,Terminé,2025-09-17,2025-09-26,2025-09-28,Pierre Moreau,14,13
WO3095,EQ475,Dépannage urgent,Maintenance Échangeur thermique 475 - Remplacement,Urgent,Terminé,2025-07-26,2025-07-30,2025-07-29,Claire Bernard,9,20
WO3096,EQ282,Maintenance préventive,Maintenance Groupe électrogène 282 - Contrôle,Programmé,Terminé,2025-08-05,2025-08-14,2025-08-15,Sophie Laurent,10,8
WO3097,EQ247,Maintenance corrective,Maintenance Groupe électrogène 247 - Remplacement,Normal,Terminé,2025-10-26,2025-11-02,2025-11-03,Martin Dubois,10,7
WO3098,EQ224,Maintenance préventive,Maintenance Presse hydraulique 224 - Vérification,Urgent,Terminé,2025-10-24,2025-11-03,2025-11-08,Jean Leroy,7,1
WO3099,EQ198,Maintenance corrective,Maintenance Presse hydraulique 198 - Réparation,Urgent,Terminé,2025-05-14,2025-05-19,2025-05-17,Pierre Moreau,8,10
WO3100,EQ307,Dépannage urgent,Maintenance Presse hydraulique 307 - Remplacement,Très urgent,Terminé,2025-09-22,2025-09-26,2025-10-01,Pierre Moreau,6,20
WO3101,EQ384,Inspection,Maintenance Transformateur 384 - Remplacement,Normal,Terminé,2025-05-13,2025-05-27,2025-05-30,Marie Durand,2,19
WO3102,EQ373,Maintenance préventive,Maintenance Compresseur 373 - Contrôle,Programmé,Terminé,2025-05-09,2025-05-15,2025-05-19,Jean Leroy,5,9
WO3103,EQ071,Inspection,Maintenance Moteur électrique 71 - Remplacement,Très urgent,Terminé,2025-09-03,2025-09-07,2025-09-12,Marie Durand,4,13
WO3104,EQ276,Inspection,Maintenance Réducteur 276 - Contrôle,Normal,Terminé,2025-07-27,2025-08-09,2025-08-11,Jean Leroy,4,12
WO3105,EQ338,Maintenance corrective,Maintenance Chaudière 338 - Remplacement,Normal,Annulé,2025-09-14,2025-09-26,,Marie Durand,14,
WO3106,EQ314,Maintenance corrective,Maintenance Convoyeur 314 - Vérification,Normal,Annulé,2025-05-30,2025-06-04,,Pierre Moreau,5,
WO3107,EQ170,Maintenance corrective,Maintenance Pompe centrifuge 170 - Contrôle,Programmé,Annulé,2025-06-24,2025-07-05,,Marie Durand,15,
WO3108,EQ439,Dépannage urgent,Maintenance Ventilateur 439 - Contrôle,Urgent,Terminé,2025-08-16,2025-08-17,2025-08-22,Marie Durand,4,14
WO3109,EQ026,Révision générale,Maintenance Transformateur 26 - Remplacement,Très urgent,Annulé,2025-08-30,2025-09-04,,Sophie Laurent,12,
WO3110,EQ379,Amélioration,Maintenance Convoyeur 379 - Remplacement,Urgent,Terminé,2025-08-22,2025-08-27,2025-08-25,Marie Durand,12,8
WO3111,EQ384,Maintenance corrective,Maintenance Transformateur 384 - Contrôle,Urgent,En cours,2025-10-31,2025-11-08,,Martin Dubois,2,
WO3112,EQ139,Inspection,Maintenance Moteur électrique 139 - Remplacement,Très urgent,Terminé,2025-08-04,2025-08-17,2025-08-22,Marie Durand,5,14
WO3113,EQ138,Dépannage urgent,Maintenance Ventilateur 138 - Réparation,Urgent,Annulé,2025-07-29,2025-08-03,,Sophie Laurent,8,
WO3114,EQ188,Maintenance préventive,Maintenance Presse hydraulique 188 - Vérification,Urgent,Terminé,2025-08-13,2025-08-21,2025-08-25,Jean Leroy,11,9
WO3115,EQ483,Révision générale,Maintenance Groupe électrogène 483 - Remplacement,Programmé,En cours,2025-10-31,2025-11-01,,Marie Durand,16,
WO3116,EQ427,Maintenance préventive,Maintenance Presse hydraulique 427 - Vérification,Urgent,Terminé,2025-08-05,2025-08-19,2025-08-22,Jean Leroy,2,11
WO3117,EQ383,Révision générale,Maintenance Convoyeur 383 - Remplacement,Urgent,Terminé,2025-08-27,2025-08-31,2025-08-30,Marie Durand,16,18
WO3118,EQ201,Maintenance préventive,Maintenance Réducteur 201 - Contrôle,Programmé,Annulé,2025-05-25,2025-05-30,,Jean Leroy,3,
WO3119,EQ485,Dépannage urgent,Maintenance Compresseur 485 - Vérification,Normal,Terminé,2025-06-20,2025-06-27,2025-06-29,Martin Dubois,1,10
WO3120,EQ345,Maintenance corrective,Maintenance Transformateur 345 - Remplacement,Programmé,Terminé,2025-08-30,2025-09-12,2025-09-14,Marie Durand,14,3
WO3121,EQ405,Dépannage urgent,Maintenance Convoyeur 405 - Contrôle,Programmé,Terminé,2025-05-11,2025-05-14,2025-05-17,Jean Leroy,4,11
WO3122,EQ418,Dépannage urgent,Maintenance Convoyeur 418 - Vérification,Programmé,Terminé,2025-06-05,2025-06-07,2025-06-12,Marie Durand,15,9
WO3123,EQ332,Inspection,Maintenance Presse hydraulique 332 - Vérification,Normal,Terminé,2025-08-13,2025-08-19,2025-08-23,Sophie Laurent,6,7
WO3124,EQ220,Dépannage urgent,Maintenance Groupe électrogène 220 - Contrôle,Très urgent,Terminé,2025-07-28,2025-08-05,2025-08-09,Martin Dubois,12,8
WO3125,EQ225,Nettoyage,Maintenance Moteur électrique 225 - Réparation,Très urgent,Terminé,2025-09-26,2025-10-09,2025-10-08,Pierre Moreau,9,17
WO3126,EQ103,Inspection,Maintenance Ventilateur 103 - Remplacement,Normal,Terminé,2025-08-25,2025-08-31,2025-08-31,Claire Bernard,8,18
WO3127,EQ390,Amélioration,Maintenance Pompe centrifuge 390 - Vérification,Programmé,Terminé,2025-07-17,2025-07-29,2025-08-01,Sophie Laurent,12,14
WO3128,EQ108,Inspection,Maintenance Presse hydraulique 108 - Réparation,Normal,Terminé,2025-09-15,2025-09-19,2025-09-23,Sophie Laurent,7,18
WO3129,EQ260,Inspection,Maintenance Pompe centrifuge 260 - Remplacement,Programmé,Annulé,2025-06-22,2025-07-06,,Jean Leroy,9,
WO3130,EQ049,Révision générale,Maintenance Presse hydraulique 49 - Réparation,Très urgent,Terminé,2025-06-08,2025-06-22,2025-06-21,Claire Bernard,11,5
WO3131,EQ009,Amélioration,Maintenance Convoyeur 09 - Contrôle,Normal,Terminé,2025-05-10,2025-05-22,2025-05-22,Pierre Moreau,16,14
WO3132,EQ443,Maintenance préventive,Maintenance Transformateur 443 - Réparation,Normal,Annulé,2025-08-03,2025-08-09,,Sophie Laurent,5,
WO3133,EQ387,Nettoyage,Maintenance Robot industriel 387 - Contrôle,Normal,Terminé,2025-08-29,2025-08-30,2025-08-28,Pierre Moreau,1,17
WO3134,EQ054,Maintenance corrective,Maintenance Ventilateur 54 - Réparation,Programmé,Terminé,2025-06-13,2025-06-15,2025-06-18,Sophie Laurent,2,20
WO3135,EQ139,Nettoyage,Maintenance Moteur électrique 139 - Remplacement,Urgent,Annulé,2025-08-02,2025-08-08,,Marie Durand,4,
WO3136,EQ202,Dépannage urgent,Maintenance Convoyeur 202 - Contrôle,Urgent,En cours,2025-10-10,2025-10-20,,Martin Dubois,14,
WO3137,EQ197,Révision générale,Maintenance Compresseur 197 - Vérification,Normal,Annulé,2025-09-11,2025-09-13,,Jean Leroy,11,
WO3138,EQ466,Amélioration,Maintenance Chaudière 466 - Contrôle,Très urgent,Terminé,2025-05-18,2025-05-27,2025-05-29,Martin Dubois,5,5
WO3139,EQ216,Maintenance corrective,Maintenance Groupe électrogène 216 - Réparation,Normal,Terminé,2025-07-22,2025-07-27,2025-07-26,Sophie Laurent,6,7
WO3140,EQ382,Maintenance corrective,Maintenance Moteur électrique 382 - Contrôle,Très urgent,Annulé,2025-06-28,2025-07-03,,Sophie Laurent,12,
WO3141,EQ012,Révision générale,Maintenance Ventilateur 12 - Contrôle,Normal,Terminé,2025-07-25,2025-07-28,2025-07-27,Jean Leroy,6,4
WO3142,EQ041,Inspection,Maintenance Chaudière 41 - Contrôle,Très urgent,Terminé,2025-08-01,2025-08-02,2025-08-06,Sophie Laurent,14,18
WO3143,EQ429,Amélioration,Maintenance Ventilateur 429 - Contrôle,Très urgent,Terminé,2025-06-27,2025-07-05,2025-07-03,Claire Bernard,12,10
WO3144,EQ309,Nettoyage,Maintenance Robot industriel 309 - Réparation,Très urgent,Annulé,2025-06-17,2025-06-20,,Marie Durand,10,
WO3145,EQ251,Dépannage urgent,Maintenance Presse hydraulique 251 - Vérification,Normal,Terminé,2025-08-25,2025-08-27,2025-09-01,Sophie Laurent,6,6
WO3146,EQ162,Dépannage urgent,Maintenance Convoyeur 162 - Contrôle,Urgent,Terminé,2025-10-03,2025-10-13,2025-10-15,Claire Bernard,12,7
WO3147,EQ173,Amélioration,Maintenance Pompe centrifuge 173 - Contrôle,Très urgent,Terminé,2025-06-18,2025-07-01,2025-06-29,Marie Durand,1,13
WO3148,EQ232,Maintenance préventive,Maintenance Groupe électrogène 232 - Réparation,Urgent,Terminé,2025-07-12,2025-07-25,2025-07-24,Claire Bernard,1,19
WO3149,EQ163,Maintenance préventive,Maintenance Robot industriel 163 - Contrôle,Programmé,Annulé,2025-09-23,2025-10-03,,Pierre Moreau,16,
WO3150,EQ479,Maintenance préventive,Maintenance Presse hydraulique 479 - Vérification,Normal,Terminé,2025-10-10,2025-10-23,2025-10-26,Pierre Moreau,4,7
WO3151,EQ330,Maintenance corrective,Maintenance Convoyeur 330 - Contrôle,Très urgent,Annulé,2025-06-15,2025-06-17,,Jean Leroy,11,
WO3152,EQ013,Dépannage urgent,Maintenance Réducteur 13 - Contrôle,Urgent,Terminé,2025-07-31,2025-08-09,2025-08-12,Marie Durand,8,20
WO3153,EQ483,Dépannage urgent,Maintenance Groupe électrogène 483 - Réparation,Normal,Terminé,2025-09-12,2025-09-26,2025-09-24,Jean Leroy,3,2
WO3154,EQ214,Maintenance corrective,Maintenance Chaudière 214 - Vérification,Programmé,Terminé,2025-09-03,2025-09-16,2025-09-15,Pierre Moreau,5,20
WO3155,EQ321,Dépannage urgent,Maintenance Robot industriel 321 - Vérification,Très urgent,Terminé,2025-06-27,2025-06-28,2025-06-29,Martin Dubois,11,14
WO3156,EQ345,Nettoyage,Maintenance Transformateur 345 - Remplacement,Très urgent,En cours,2025-10-14,2025-10-19,,Pierre Moreau,11,
WO3157,EQ374,Dépannage urgent,Maintenance Réducteur 374 - Vérification,Normal,Terminé,2025-10-19,2025-10-31,2025-11-04,Pierre Moreau,6,16
WO3158,EQ447,Maintenance corrective,Maintenance Robot industriel 447 - Réparation,Normal,Terminé,2025-06-10,2025-06-13,2025-06-18,Claire Bernard,3,14
WO3159,EQ413,Amélioration,Maintenance Transformateur 413 - Remplacement,Normal,Terminé,2025-08-18,2025-08-20,2025-08-24,Pierre Moreau,6,11
WO3160,EQ136,Maintenance corrective,Maintenance Transformateur 136 - Vérification,Programmé,Terminé,2025-05-14,2025-05-24,2025-05-26,Pierre Moreau,13,2
WO3161,EQ055,Maintenance corrective,Maintenance Groupe électrogène 55 - Contrôle,Très urgent,Terminé,2025-10-10,2025-10-24,2025-10-26,Marie Durand,6,18
WO3162,EQ153,Nettoyage,Maintenance Échangeur thermique 153 - Vérification,Très urgent,Annulé,2025-08-05,2025-08-14,,Claire Bernard,3,
WO3163,EQ423,Inspection,Maintenance Compresseur 423 - Réparation,Normal,Annulé,2025-07-30,2025-08-09,,Pierre Moreau,5,
WO3164,EQ113,Maintenance préventive,Maintenance Pompe centrifuge 113 - Vérification,Très urgent,Terminé,2025-08-07,2025-08-12,2025-08-17,Claire Bernard,6,19
WO3165,EQ168,Amélioration,Maintenance Robot industriel 168 - Remplacement,Urgent,En cours,2025-10-18,2025-10-22,,Pierre Moreau,1,
