work_order_id,equipment_id,work_order_type,description,priority,status,creation_date,planned_date,completion_date,assigned_technician,estimated_hours,actual_hours
WO3166,EQ347,Maintenance préventive,Maintenance Convoyeur 347 - Vérification,Normal,Annulé,2025-06-06,2025-06-18,,Sophie Laurent,10,
WO3167,EQ370,Maintenance corrective,Maintenance Ventilateur 370 - Vérification,Très urgent,Terminé,2025-09-12,2025-09-22,2025-09-20,Pierre Moreau,5,18
WO3168,EQ049,Maintenance préventive,Maintenance Presse hydraulique 49 - Réparation,Très urgent,Terminé,2025-10-29,2025-11-06,2025-11-09,Martin Dubois,1,10
WO3169,EQ482,Dépannage urgent,Maintenance Échangeur thermique 482 - Remplacement,Programmé,Terminé,2025-06-21,2025-06-24,2025-06-24,Pierre Moreau,16,1
WO3170,EQ143,Maintenance préventive,Maintenance Convoyeur 143 - Remplacement,Normal,Terminé,2025-09-25,2025-10-05,2025-10-08,Jean Leroy,4,6
WO3171,EQ383,Nettoyage,Maintenance Convoyeur 383 - Vérification,Urgent,Annulé,2025-09-10,2025-09-16,,Marie Durand,16,
WO3172,EQ191,Inspection,Maintenance Convoyeur 191 - Réparation,Normal,Terminé,2025-05-24,2025-05-25,2025-05-26,Sophie Laurent,12,5
WO3173,EQ170,Nettoyage,Maintenance Pompe centrifuge 170 - Réparation,Programmé,Terminé,2025-05-09,2025-05-11,2025-05-14,Marie Durand,14,4
WO3174,EQ166,Maintenance corrective,Maintenance Presse hydraulique 166 - Vérification,Très urgent,Terminé,2025-06-18,2025-07-02,2025-07-01,Martin Dubois,6,15
WO3175,EQ263,Nettoyage,Maintenance Presse hydraulique 263 - Contrôle,Très urgent,Terminé,2025-08-08,2025-08-21,2025-08-24,Jean Leroy,15,13
WO3176,EQ076,Maintenance corrective,Maintenance Presse hydraulique 76 - Contrôle,Urgent,Terminé,2025-09-28,2025-10-12,2025-10-16,Claire Bernard,12,19
WO3177,EQ331,Dépannage urgent,Maintenance Moteur électrique 331 - Remplacement,Programmé,Terminé,2025-08-13,2025-08-26,2025-08-24,Martin Dubois,12,9
WO3178,EQ247,Inspection,Maintenance Groupe électrogène 247 - Vérification,Très urgent,Terminé,2025-09-21,2025-10-01,2025-09-30,Martin Dubois,1,2
WO3179,EQ247,Dépannage urgent,Maintenance Groupe électrogène 247 - Contrôle,Urgent,Annulé,2025-06-12,2025-06-14,,Martin Dubois,9,
WO3180,EQ473,Dépannage urgent,Maintenance Échangeur thermique 473 - Vérification,Très urgent,Annulé,2025-06-02,2025-06-15,,Claire Bernard,2,
WO3181,EQ273,Nettoyage,Maintenance Robot industriel 273 - Vérification,Très urgent,Terminé,2025-05-29,2025-05-30,2025-06-02,Pierre Moreau,16,1
WO3182,EQ469,Maintenance préventive,Maintenance Moteur électrique 469 - Remplacement,Très urgent,Terminé,2025-08-01,2025-08-11,2025-08-14,Jean Leroy,8,8
WO3183,EQ285,Nettoyage,Maintenance Transformateur 285 - Vérification,Normal,Terminé,2025-05-21,2025-05-25,2025-05-23,Sophie Laurent,10,10
WO3184,EQ454,Dépannage urgent,Maintenance Transformateur 454 - Réparation,Urgent,Terminé,2025-10-13,2025-10-27,2025-10-31,Pierre Moreau,12,7
WO3185,EQ302,Révision générale,Maintenance Ventilateur 302 - Vérification,Urgent,Terminé,2025-06-01,2025-06-09,2025-06-10,Claire Bernard,7,9
WO3186,EQ339,Amélioration,Maintenance Chaudière 339 - Contrôle,Normal,Terminé,2025-05-20,2025-05-26,2025-05-29,Jean Leroy,14,18
WO3187,EQ474,Maintenance corrective,Maintenance Échangeur thermique 474 - Remplacement,Normal,Terminé,2025-09-16,2025-09-28,2025-09-27,Jean Leroy,2,10
WO3188,EQ425,Dépannage urgent,Maintenance Réducteur 425 - Réparation,Programmé,Terminé,2025-09-01,2025-09-12,2025-09-13,Sophie Laurent,2,11
WO3189,EQ253,Maintenance préventive,Maintenance Robot industriel 253 - Contrôle,Urgent,Terminé,2025-08-11,2025-08-16,2025-08-19,Sophie Laurent,8,8
WO3190,EQ252,Dépannage urgent,Maintenance Robot industriel 252 - Réparation,Normal,Terminé,2025-10-24,2025-10-27,2025-10-30,Jean Leroy,12,7
WO3191,EQ226,Révision générale,Maintenance Convoyeur 226 - Vérification,Urgent,Terminé,2025-06-19,2025-06-25,2025-06-30,Claire Bernard,11,15
WO3192,EQ427,Révision générale,Maintenance Presse hydraulique 427 - Remplacement,Très urgent,Terminé,2025-08-30,2025-09-01,2025-09-06,Pierre Moreau,8,10
WO3193,EQ030,Dépannage urgent,Maintenance Pompe centrifuge 30 - Réparation,Programmé,Terminé,2025-08-15,2025-08-29,2025-08-28,Pierre Moreau,10,15
WO3194,EQ285,Maintenance corrective,Maintenance Transformateur 285 - Remplacement,Très urgent,Terminé,2025-09-09,2025-09-17,2025-09-20,Claire Bernard,14,2
WO3195,EQ241,Inspection,Maintenance Groupe électrogène 241 - Réparation,Urgent,Terminé,2025-08-22,2025-09-03,2025-09-05,Jean Leroy,2,17
WO3196,EQ171,Amélioration,Maintenance Chaudière 171 - Contrôle,Programmé,Terminé,2025-10-16,2025-10-28,2025-10-31,Martin Dubois,7,16
WO3197,EQ317,Maintenance préventive,Maintenance Robot industriel 317 - Vérification,Urgent,Terminé,2025-09-22,2025-09-23,2025-09-23,Marie Durand,15,12
WO3198,EQ315,Maintenance corrective,Maintenance Convoyeur 315 - Vérification,Très urgent,Terminé,2025-07-02,2025-07-08,2025-07-08,Sophie Laurent,13,16
WO3199,EQ215,Nettoyage,Maintenance Compresseur 215 - Vérification,Programmé,Terminé,2025-09-08,2025-09-18,2025-09-18,Sophie Laurent,6,15
WO3200,EQ076,Inspection,Maintenance Presse hydraulique 76 - Remplacement,Programmé,Terminé,2025-06-03,2025-06-06,2025-06-10,Martin Dubois,10,3
WO3201,EQ303,Dépannage urgent,Maintenance Groupe électrogène 303 - Réparation,Très urgent,Terminé,2025-10-28,2025-11-07,2025-11-05,Pierre Moreau,12,20
WO3202,EQ359,Inspection,Maintenance Convoyeur 359 - Remplacement,Programmé,Terminé,2025-06-02,2025-06-08,2025-06-06,Pierre Moreau,15,19
WO3203,EQ276,Nettoyage,Maintenance Réducteur 276 - Réparation,Normal,Annulé,2025-06-29,2025-07-09,,Claire Bernard,10,
WO3204,EQ179,Maintenance corrective,Maintenance Compresseur 179 - Vérification,Urgent,Terminé,2025-07-16,2025-07-18,2025-07-23,Marie Durand,13,12
WO3205,EQ125,Inspection,Maintenance Moteur électrique 125 - Réparation,Urgent,Annulé,2025-09-30,2025-10-08,,Marie Durand,13,
WO3206,EQ475,Maintenance préventive,Maintenance Échangeur thermique 475 - Vérification,Programmé,Terminé,2025-07-20,2025-07-27,2025-07-25,Pierre Moreau,4,6
WO3207,EQ136,Maintenance corrective,Maintenance Transformateur 136 - Réparation,Programmé,Terminé,2025-08-26,2025-09-08,2025-09-09,Claire Bernard,8,10
WO3208,EQ255,Nettoyage,Maintenance Robot industriel 255 - Vérification,Normal,Annulé,2025-09-03,2025-09-07,,Claire Bernard,9,
WO3209,EQ209,Nettoyage,Maintenance Échangeur thermique 209 - Remplacement,Normal,Terminé,2025-08-14,2025-08-16,2025-08-18,Sophie Laurent,8,16
WO3210,EQ129,Amélioration,Maintenance Réducteur 129 - Remplacement,Programmé,Terminé,2025-09-13,2025-09-20,2025-09-18,Sophie Laurent,4,20
WO3211,EQ445,Amélioration,Maintenance Presse hydraulique 445 - Vérification,Urgent,Terminé,2025-07-18,2025-07-26,2025-07-28,Pierre Moreau,3,17
WO3212,EQ279,Nettoyage,Maintenance Presse hydraulique 279 - Contrôle,Très urgent,Terminé,2025-08-12,2025-08-20,2025-08-20,Pierre Moreau,14,5
WO3213,EQ187,Amélioration,Maintenance Moteur électrique 187 - Contrôle,Normal,Terminé,2025-10-21,2025-11-01,2025-10-30,Pierre Moreau,9,12
WO3214,EQ282,Nettoyage,Maintenance Groupe électrogène 282 - Contrôle,Programmé,Terminé,2025-10-16,2025-10-26,2025-10-26,Claire Bernard,8,14
WO3215,EQ388,Maintenance préventive,Maintenance Convoyeur 388 - Vérification,Très urgent,Terminé,2025-06-02,2025-06-15,2025-06-13,Martin Dubois,3,14
WO3216,EQ235,Maintenance corrective,Maintenance Compresseur 235 - Remplacement,Très urgent,Terminé,2025-06-23,2025-07-07,2025-07-05,Sophie Laurent,10,18
WO3217,EQ435,Maintenance corrective,Maintenance Réducteur 435 - Réparation,Très urgent,Terminé,2025-09-23,2025-09-25,2025-09-29,Marie Durand,14,10
WO3218,EQ202,Nettoyage,Maintenance Convoyeur 202 - Vérification,Très urgent,Terminé,2025-05-10,2025-05-15,2025-05-20,Marie Durand,4,11
WO3219,EQ130,Amélioration,Maintenance Réducteur 130 - Remplacement,Très urgent,Terminé,2025-09-21,2025-10-03,2025-10-01,Claire Bernard,3,8
WO3220,EQ304,Révision générale,Maintenance Réducteur 304 - Remplacement,Normal,Terminé,2025-06-12,2025-06-22,2025-06-24,Sophie Laurent,5,10
WO3221,EQ005,Nettoyage,Maintenance Presse hydraulique 05 - Réparation,Urgent,Terminé,2025-09-15,2025-09-21,2025-09-22,Jean Leroy,14,6
WO3222,EQ455,Amélioration,Maintenance Échangeur thermique 455 - Vérification,Urgent,Terminé,2025-10-09,2025-10-23,2025-10-26,Pierre Moreau,4,19
WO3223,EQ046,Nettoyage,Maintenance Robot industriel 46 - Vérification,Urgent,Terminé,2025-07-23,2025-07-24,2025-07-24,Pierre Moreau,3,10
WO3224,EQ085,Dépannage urgent,Maintenance Robot industriel 85 - Vérification,Urgent,Terminé,2025-05-13,2025-05-17,2025-05-22,Claire Bernard,4,2
WO3225,EQ158,Dépannage urgent,Maintenance Groupe électrogène 158 - Remplacement,Normal,Terminé,2025-09-01,2025-09-13,2025-09-17,Claire Bernard,11,7
WO3226,EQ214,Révision générale,Maintenance Chaudière 214 - Réparation,Normal,En cours,2025-10-13,2025-10-14,,Pierre Moreau,10,
WO3227,EQ273,Maintenance préventive,Maintenance Robot industriel 273 - Vérification,Très urgent,Annulé,2025-07-07,2025-07-14,,Sophie Laurent,7,
WO3228,EQ266,Inspection,Maintenance Pompe centrifuge 266 - Contrôle,Normal,En cours,2025-10-23,2025-11-02,,Marie Durand,8,
WO3229,EQ375,Révision générale,Maintenance Moteur électrique 375 - Vérification,Très urgent,Annulé,2025-09-06,2025-09-07,,Jean Leroy,16,
WO3230,EQ209,Nettoyage,Maintenance Échangeur thermique 209 - Remplacement,Programmé,Annulé,2025-05-19,2025-05-28,,Sophie Laurent,1,
WO3231,EQ396,Maintenance préventive,Maintenance Réducteur 396 - Contrôle,Normal,Terminé,2025-09-19,2025-09-21,2025-09-25,Sophie Laurent,15,7
WO3232,EQ290,Maintenance préventive,Maintenance Moteur électrique 290 - Réparation,Normal,Terminé,2025-07-27,2025-08-10,2025-08-11,Jean Leroy,16,7
WO3233,EQ374,Dépannage urgent,Maintenance Réducteur 374 - Remplacement,Très urgent,Terminé,2025-07-15,2025-07-24,2025-07-27,Jean Leroy,14,4
WO3234,EQ052,Dépannage urgent,Maintenance Transformateur 52 - Réparation,Très urgent,Terminé,2025-08-20,2025-08-21,2025-08-20,Claire Bernard,14,16
WO3235,EQ061,Amélioration,Maintenance Pompe centrifuge 61 - Réparation,Normal,Terminé,2025-07-27,2025-08-04,2025-08-05,Claire Bernard,4,14
WO3236,EQ292,Dépannage urgent,Maintenance Presse hydraulique 292 - Remplacement,Urgent,Annulé,2025-06-11,2025-06-19,,Pierre Moreau,10,
WO3237,EQ340,Amélioration,Maintenance Transformateur 340 - Contrôle,Normal,Terminé,2025-07-13,2025-07-21,2025-07-25,Martin Dubois,5,13
WO3238,EQ032,Dépannage urgent,Maintenance Compresseur 32 - Réparation,Programmé,Terminé,2025-06-27,2025-06-28,2025-06-26,Jean Leroy,16,15
WO3239,EQ321,Amélioration,Maintenance Robot industriel 321 - Réparation,Très urgent,Terminé,2025-08-17,2025-08-19,2025-08-19,Claire Bernard,2,3
WO3240,EQ428,Nettoyage,Maintenance Groupe électrogène 428 - Contrôle,Normal,En cours,2025-10-27,2025-11-02,,Pierre Moreau,16,
WO3241,EQ445,Maintenance préventive,Maintenance Presse hydraulique 445 - Remplacement,Très urgent,Terminé,2025-07-02,2025-07-12,2025-07-17,Martin Dubois,11,8
WO3242,EQ060,Maintenance préventive,Maintenance Pompe centrifuge 60 - Vérification,Normal,Terminé,2025-09-29,2025-10-10,2025-10-09,Pierre Moreau,16,2
WO3243,EQ196,Maintenance corrective,Maintenance Moteur électrique 196 - Contrôle,Très urgent,Annulé,2025-06-07,2025-06-11,,Claire Bernard,9,
WO3244,EQ325,Révision générale,Maintenance Échangeur thermique 325 - Remplacement,Très urgent,Terminé,2025-09-09,2025-09-18,2025-09-17,Jean Leroy,13,10
WO3245,EQ048,Inspection,Maintenance Réducteur 48 - Contrôle,Programmé,Terminé,2025-10-21,2025-10-24,2025-10-29,Claire Bernard,2,19
WO3246,EQ352,Maintenance préventive,Maintenance Échangeur thermique 352 - Remplacement,Très urgent,Terminé,2025-09-12,2025-09-22,2025-09-20,Pierre Moreau,7,1
WO3247,EQ090,Maintenance corrective,Maintenance Ventilateur 90 - Réparation,Programmé,Annulé,2025-05-20,2025-05-31,,Jean Leroy,2,
WO3248,EQ323,Inspection,Maintenance Ventilateur 323 - Remplacement,Normal,Terminé,2025-08-27,2025-09-08,2025-09-07,Jean Leroy,9,17
WO3249,EQ150,Maintenance préventive,Maintenance Presse hydraulique 150 - Réparation,Normal,Terminé,2025-10-05,2025-10-06,2025-10-10,Marie Durand,13,4
WO3250,EQ400,Nettoyage,Maintenance Chaudière 400 - Contrôle,Programmé,Annulé,2025-06-20,2025-06-30,,Claire Bernard,2,
WO3251,EQ031,Révision générale,Maintenance Robot industriel 31 - Remplacement,Urgent,Terminé,2025-06-10,2025-06-13,2025-06-16,Martin Dubois,6,10
WO3252,EQ046,Amélioration,Maintenance Robot industriel 46 - Vérification,Très urgent,Terminé,2025-08-24,2025-09-05,2025-09-07,Jean Leroy,10,16
WO3253,EQ342,Inspection,Maintenance Convoyeur 342 - Vérification,Programmé,Terminé,2025-08-14,2025-08-25,2025-08-24,Jean Leroy,13,17
WO3254,EQ338,Inspection,Maintenance Chaudière 338 - Contrôle,Normal,Terminé,2025-08-06,2025-08-15,2025-08-15,Martin Dubois,14,19
WO3255,EQ335,Maintenance préventive,Maintenance Réducteur 335 - Réparation,Urgent,Terminé,2025-07-03,2025-07-05,2025-07-08,Marie Durand,16,17
WO3256,EQ269,Amélioration,Maintenance Échangeur thermique 269 - Réparation,Très urgent,Terminé,2025-05-12,2025-05-18,2025-05-21,Pierre Moreau,8,13
WO3257,EQ316,Maintenance préventive,Maintenance Compresseur 316 - Réparation,Très urgent,Terminé,2025-10-01,2025-10-07,2025-10-08,Claire Bernard,9,2
WO3258,EQ124,Maintenance préventive,Maintenance Groupe électrogène 124 - Remplacement,Urgent,Terminé,2025-09-13,2025-09-16,2025-09-14,Claire Bernard,14,10
WO3259,EQ127,Inspection,Maintenance Compresseur 127 - Contrôle,Programmé,Terminé,2025-06-22,2025-07-04,2025-07-02,Martin Dubois,2,20
WO3260,EQ104,Inspection,Maintenance Transformateur 104 - Remplacement,Normal,Terminé,2025-07-10,2025-07-15,2025-07-15,Jean Leroy,9,1
WO3261,EQ190,Nettoyage,Maintenance Ventilateur 190 - Remplacement,Programmé,Terminé,2025-09-13,2025-09-23,2025-09-25,Sophie Laurent,16,15
WO3262,EQ175,Dépannage urgent,Maintenance Réducteur 175 - Réparation,Programmé,Terminé,2025-10-04,2025-10-18,2025-10-22,Jean Leroy,4,6
WO3263,EQ445,Amélioration,Maintenance Presse hydraulique 445 - Contrôle,Très urgent,Terminé,2025-06-05,2025-06-15,2025-06-19,Marie Durand,9,5
WO3264,EQ484,Inspection,Maintenance Échangeur thermique 484 - Contrôle,Programmé,Terminé,2025-08-03,2025-08-08,2025-08-13,Claire Bernard,2,19
WO3265,EQ155,Nettoyage,Maintenance Groupe électrogène 155 - Remplacement,Programmé,Annulé,2025-06-01,2025-06-07,,Claire Bernard,16,
WO3266,EQ161,Inspection,Maintenance Presse hydraulique 161 - Réparation,Urgent,Annulé,2025-08-07,2025-08-10,,Claire Bernard,2,
WO3267,EQ079,Maintenance corrective,Maintenance Moteur électrique 79 - Remplacement,Programmé,Terminé,2025-09-30,2025-10-11,2025-10-09,Marie Durand,3,6
WO3268,EQ181,Révision générale,Maintenance Chaudière 181 - Réparation,Très urgent,Terminé,2025-08-06,2025-08-17,2025-08-22,Sophie Laurent,13,14
WO3269,EQ109,Maintenance corrective,Maintenance Ventilateur 109 - Remplacement,Urgent,Terminé,2025-07-21,2025-08-01,2025-08-03,Sophie Laurent,14,17
WO3270,EQ222,Amélioration,Maintenance Réducteur 222 - Remplacement,Urgent,Terminé,2025-09-29,2025-10-12,2025-10-11,Marie Durand,9,8
WO3271,EQ251,Dépannage urgent,Maintenance Presse hydraulique 251 - Remplacement,Programmé,Terminé,2025-07-31,2025-08-10,2025-08-13,Claire Bernard,2,3
WO3272,EQ166,Maintenance préventive,Maintenance Presse hydraulique 166 - Réparation,Urgent,Terminé,2025-05-28,2025-06-07,2025-06-06,Sophie Laurent,12,18
WO3273,EQ239,Inspection,Maintenance Transformateur 239 - Remplacement,Urgent,Terminé,2025-07-19,2025-08-01,2025-08-04,Claire Bernard,6,11
WO3274,EQ243,Inspection,Maintenance Presse hydraulique 243 - Réparation,Urgent,Annulé,2025-08-14,2025-08-18,,Sophie Laurent,8,
WO3275,EQ081,Maintenance corrective,Maintenance Ventilateur 81 - Vérification,Très urgent,Ouvert,2025-11-01,2025-11-02,,Jean Leroy,5,
WO3276,EQ241,Amélioration,Maintenance Groupe électrogène 241 - Contrôle,Programmé,Terminé,2025-06-26,2025-07-08,2025-07-09,Martin Dubois,3,4
WO3277,EQ176,Maintenance corrective,Maintenance Groupe électrogène 176 - Réparation,Très urgent,Terminé,2025-08-10,2025-08-11,2025-08-12,Jean Leroy,13,2
WO3278,EQ446,Inspection,Maintenance Presse hydraulique 446 - Réparation,Urgent,Terminé,2025-05-23,2025-05-26,2025-05-30,Jean Leroy,11,14
WO3279,EQ111,Maintenance corrective,Maintenance Presse hydraulique 111 - Contrôle,Urgent,Annulé,2025-08-20,2025-08-27,,Martin Dubois,1,
WO3280,EQ168,Nettoyage,Maintenance Robot industriel 168 - Réparation,Très urgent,Annulé,2025-09-25,2025-09-27,,Marie Durand,7,
WO3281,EQ044,Dépannage urgent,Maintenance Moteur électrique 44 - Remplacement,Urgent,Terminé,2025-08-07,2025-08-17,2025-08-22,Martin Dubois,7,15
WO3282,EQ253,Dépannage urgent,Maintenance Robot industriel 253 - Remplacement,Normal,Terminé,2025-09-14,2025-09-16,2025-09-18,Claire Bernard,5,13
WO3283,EQ201,Révision générale,Maintenance Réducteur 201 - Remplacement,Normal,Terminé,2025-08-25,2025-08-29,2025-08-28,Pierre Moreau,3,6
WO3284,EQ450,Maintenance corrective,Maintenance Pompe centrifuge 450 - Remplacement,Très urgent,Terminé,2025-07-27,2025-08-01,2025-07-31,Martin Dubois,15,17
WO3285,EQ463,Maintenance corrective,Maintenance Compresseur 463 - Contrôle,Très urgent,Terminé,2025-07-25,2025-07-30,2025-07-29,Pierre Moreau,15,1
WO3286,EQ066,Dépannage urgent,Maintenance Ventilateur 66 - Remplacement,Normal,Terminé,2025-08-18,2025-08-19,2025-08-22,Pierre Moreau,16,3
WO3287,EQ441,Maintenance corrective,Maintenance Chaudière 441 - Remplacement,Très urgent,Annulé,2025-08-14,2025-08-20,,Pierre Moreau,15,
WO3288,EQ102,Maintenance corrective,Maintenance Pompe centrifuge 102 - Réparation,Normal,Terminé,2025-08-30,2025-09-11,2025-09-10,Sophie Laurent,16,16
WO3289,EQ032,Maintenance préventive,Maintenance Compresseur 32 - Contrôle,Normal,Terminé,2025-06-27,2025-06-29,2025-06-30,Claire Bernard,16,8
WO3290,EQ122,Nettoyage,Maintenance Convoyeur 122 - Contrôle,Très urgent,Terminé,2025-05-20,2025-05-23,2025-05-22,Pierre Moreau,7,4
WO3291,EQ124,Révision générale,Maintenance Groupe électrogène 124 - Remplacement,Normal,Terminé,2025-07-01,2025-07-11,2025-07-14,Jean Leroy,8,10
WO3292,EQ322,Nettoyage,Maintenance Ventilateur 322 - Contrôle,Normal,Terminé,2025-05-24,2025-06-07,2025-06-05,Marie Durand,1,11
WO3293,EQ215,Nettoyage,Maintenance Compresseur 215 - Vérification,Urgent,Terminé,2025-06-15,2025-06-29,2025-07-03,Sophie Laurent,12,20
WO3294,EQ352,Inspection,Maintenance Échangeur thermique 352 - Réparation,Normal,Terminé,2025-05-28,2025-06-06,2025-06-04,Sophie Laurent,1,17
WO3295,EQ350,Nettoyage,Maintenance Moteur électrique 350 - Vérification,Urgent,Terminé,2025-08-02,2025-08-15,2025-08-18,Claire Bernard,11,12
WO3296,EQ404,Maintenance corrective,Maintenance Presse hydraulique 404 - Vérification,Programmé,Terminé,2025-05-30,2025-06-10,2025-06-14,Marie Durand,5,14
WO3297,EQ372,Maintenance préventive,Maintenance Échangeur thermique 372 - Contrôle,Normal,Terminé,2025-09-08,2025-09-14,2025-09-17,Sophie Laurent,1,15
WO3298,EQ208,Nettoyage,Maintenance Groupe électrogène 208 - Remplacement,Programmé,Terminé,2025-07-16,2025-07-19,2025-07-24,Martin Dubois,9,20
WO3299,EQ077,Maintenance préventive,Maintenance Compresseur 77 - Remplacement,Très urgent,Terminé,2025-06-15,2025-06-24,2025-06-25,Jean Leroy,11,6
WO3300,EQ170,Inspection,Maintenance Pompe centrifuge 170 - Réparation,Normal,Terminé,2025-06-16,2025-06-22,2025-06-20,Jean Leroy,12,15
WO3301,EQ105,Maintenance préventive,Maintenance Moteur électrique 105 - Remplacement,Très urgent,Annulé,2025-05-30,2025-05-31,,Pierre Moreau,10,
WO3302,EQ005,Inspection,Maintenance Presse hydraulique 05 - Réparation,Programmé,Annulé,2025-08-09,2025-08-11,,Jean Leroy,3,
WO3303,EQ072,Révision générale,Maintenance Presse hydraulique 72 - Remplacement,Programmé,Terminé,2025-10-29,2025-11-07,2025-11-09,Martin Dubois,6,13
WO3304,EQ472,Maintenance préventive,Maintenance Groupe électrogène 472 - Vérification,Normal,Annulé,2025-06-03,2025-06-05,,Jean Leroy,7,
WO3305,EQ122,Maintenance corrective,Maintenance Convoyeur 122 - Contrôle,Programmé,Terminé,2025-06-20,2025-06-30,2025-07-03,Martin Dubois,5,7
WO3306,EQ462,Nettoyage,Maintenance Groupe électrogène 462 - Vérification,Normal,Terminé,2025-07-07,2025-07-10,2025-07-15,Sophie Laurent,7,3
WO3307,EQ305,Maintenance préventive,Maintenance Moteur électrique 305 - Réparation,Très urgent,Terminé,2025-07-12,2025-07-13,2025-07-16,Jean Leroy,10,13
WO3308,EQ170,Révision générale,Maintenance Pompe centrifuge 170 - Contrôle,Normal,Annulé,2025-06-12,2025-06-24,,Jean Leroy,10,
WO3309,EQ289,Maintenance corrective,Maintenance Convoyeur 289 - Contrôle,Programmé,Terminé,2025-10-24,2025-10-31,2025-11-03,Sophie Laurent,12,3
WO3310,EQ435,Maintenance préventive,Maintenance Réducteur 435 - Réparation,Normal,Ouvert,2025-10-31,2025-11-11,,Pierre Moreau,15,
WO3311,EQ348,Dépannage urgent,Maintenance Transformateur 348 - Contrôle,Normal,Annulé,2025-05-18,2025-05-21,,Martin Dubois,3,
WO3312,EQ441,Amélioration,Maintenance Chaudière 441 - Contrôle,Programmé,Annulé,2025-08-18,2025-08-22,,Jean Leroy,16,
WO3313,EQ487,Inspection,Maintenance Chaudière 487 - Contrôle,Normal,Terminé,2025-08-18,2025-08-21,2025-08-19,Martin Dubois,12,14
WO3314,EQ456,Maintenance corrective,Maintenance Groupe électrogène 456 - Remplacement,Normal,Terminé,2025-06-14,2025-06-15,2025-06-19,Sophie Laurent,10,10
WO3315,EQ278,Inspection,Maintenance Presse hydraulique 278 - Remplacement,Urgent,Terminé,2025-10-06,2025-10-18,2025-10-18,Marie Durand,2,19
WO3316,EQ068,Révision générale,Maintenance Presse hydraulique 68 - Vérification,Urgent,Annulé,2025-07-18,2025-07-28,,Sophie Laurent,7,
WO3317,EQ326,Amélioration,Maintenance Convoyeur 326 - Vérification,Urgent,Terminé,2025-08-27,2025-08-28,2025-09-01,Martin Dubois,14,5
WO3318,EQ241,Amélioration,Maintenance Groupe électrogène 241 - Vérification,Normal,Terminé,2025-09-20,2025-09-24,2025-09-25,Jean Leroy,3,20
WO3319,EQ480,Révision générale,Maintenance Robot industriel 480 - Remplacement,Programmé,Annulé,2025-09-05,2025-09-12,,Claire Bernard,5,
WO3320,EQ047,Inspection,Maintenance Transformateur 47 - Réparation,Normal,Annulé,2025-06-04,2025-06-17,,Jean Leroy,1,
WO3321,EQ334,Révision générale,Maintenance Réducteur 334 - Vérification,Normal,En cours,2025-10-22,2025-10-29,,Pierre Moreau,12,
WO3322,EQ355,Maintenance corrective,Maintenance Moteur électrique 355 - Contrôle,Normal,Terminé,2025-08-03,2025-08-12,2025-08-14,Pierre Moreau,6,5
WO3323,EQ339,Maintenance préventive,Maintenance Chaudière 339 - Contrôle,Urgent,Terminé,2025-08-02,2025-08-05,2025-08-10,Claire Bernard,15,7
WO3324,EQ036,Amélioration,Maintenance Échangeur thermique 36 - Réparation,Très urgent,Terminé,2025-09-12,2025-09-16,2025-09-14,Pierre Moreau,15,16
WO3325,EQ455,Inspection,Maintenance Échangeur thermique 455 - Vérification,Très urgent,Terminé,2025-08-13,2025-08-26,2025-08-24,Pierre Moreau,8,2
WO3326,EQ012,Dépannage urgent,Maintenance Ventilateur 12 - Vérification,Programmé,Annulé,2025-07-03,2025-07-16,,Marie Durand,6,
WO3327,EQ317,Maintenance corrective,Maintenance Robot industriel 317 - Remplacement,Urgent,Annulé,2025-06-08,2025-06-11,,Claire Bernard,8,
WO3328,EQ331,Inspection,Maintenance Moteur électrique 331 - Remplacement,Très urgent,Terminé,2025-07-01,2025-07-13,2025-07-13,Claire Bernard,9,2
WO3329,EQ396,Inspection,Maintenance Réducteur 396 - Contrôle,Très urgent,Terminé,2025-05-28,2025-06-08,2025-06-13,Martin Dubois,5,11
WO3330,EQ372,Maintenance préventive,Maintenance Échangeur thermique 372 - Réparation,Très urgent,Terminé,2025-10-24,2025-10-31,2025-11-04,Claire Bernard,2,16
